idescuela,idplantel,ccts,escuela,idcodigo,cv_cct,
3424,07INM_12651,07KCC1663G,PREESCOLAR CONAFE INDIGENA,4869,07KCC1663G,
3425,07INM_12558,07ECC0052P,"JARDIN   DE   NIÑOS   COMUNITARIO   LEYES   DE
REFORMA",144110,,
3426,07INM_12536,07DPB1658Q,EMILIANO ZAPATA SALAZAR,144110,07DPB1658Q,
3427,07INM_12657,07DCC1942H,JOSEFA ORTIZ DE DOMINGUEZ,144110,07DCC1942H,
3428,07INM_12658,07DPB3208Z,NIÑOS HEROES DE CHAPULTEPEC,144110,07DPB3208Z,
3429,07INM_12556,07DPR0415O,SOR JUANA INES DE LA CRUZ,144110,07DPR0415O,
3430,07INM_12557,07KCC1407Q,PREESCOLAR CONAFE INDIGENA,144110,07KCC1407Q,
3431,07INM_12652,07DPR4806D,NIÑOS HEROES DE CHAPULTEPEC,144110,,
3432,07INM_12514,07ETV1147O,TELESECUNDARIA 1078 DANTE ALIGHIERI,144110,07ETV1147O,
3433,07INM_12573,07DCC1926Q,MARGARITA MAZA,4929,07DCC1926Q,
3434,07INM_12574,07DPB1114Y,LAZARO CARDENAS DEL RIO,4929,07DPB1114Y,
3435,07INM_12682,07DPB1068C,LEONA VICARIO,144110,,
3436,07INM_12684,07DCC0534W,CUAUHTEMOC,144110,07DCC0534W,
3437,07INM_12685,07DCC0536U,LA CORREGIDORA,144110,07DCC0536U,
3438,07INM_12686,07DCC1956K,5 DE FEBRERO,144110,07DCC1956K,
3439,07INM_12697,07DCC1988C,GABRIELA MISTRAL,144110,07DCC1988C,
3440,07INM_12726,07KPB1777N/07KCC1603S,PRIMARIA CONAFE INDIGENA,144110,07KPB1777N,
3441,07INM_12719,07DCC0565P,LIC. BENITO JUAREZ GARCIA,1876,07DCC0565P,
3442,07INM_12720,07DPB2422K,JUAN DE DIOS PEZA,1876,07DPB2422K,
3443,07INM_12718,07DPB3288B,JUAN DE LA BARRERA,1878,07DPB3288B,
3444,07INM_12721,07KCC1810Z,PREESCOLAR CONAFE INDIGENA,144110,07KCC1810Z,
3445,07INM_12722,07DPB3227O,LAZARO CARDENAS DEL RIO,144110,07DPB2765F,
3446,07INM_12702,07DPB2224K,20 DE NOVIEMBRE,1879,07DPB2224K,
3447,07INM_12703,07DPB0194T,FRANCISCO INDALECIO MADERO,144110,07DPB0194T,
3448,07INM_12704,07ETV0826O,TELESECUNDARIA 803 LORENSO VELASKO AKINO,144110,07ETV0826O,
3449,07INM_12705,07DCC0564Q,JOSEFA ORTIZ DE DOMINGUEZ,144110,07DCC0564Q,
3450,07INM_12727,07ECC0531Y,"JARDIN    DE    NIÑOS    COMUNITARIO    JACINTO
BENAVENTE",144110,,
3451,07INM_12728,07EPB0703E,"PRIMARIA    COMUNITARIA    JOSE    GUADALUPE
POSADA",144110,,
3452,07INM_12706,07DCC1190Z,VICENTE GUERRERO,144110,07DCC1190Z,
3453,07INM_12707,07DPB0456N,GUADALUPE VICTORIA,144110,07DPB0456N,
3454,07INM_12731,07KCC1716V/07KPB1836M,PREESCOLAR CONAFE INDIGENA,144110,07KCC1716V,
3455,07INM_12709,07DPB0457M,JOSE MARIA MORELOS Y PAVON,144110,07DPB0457M,
3456,07INM_12725,07KCC0607H/07KPB0826Z,PREESCOLAR CONAFE INDIGENA,144110,07KCC0607H,
3457,07INM_12732,07KCC1717U,PREESCOLAR CONAFE INDIGENA,144110,07KCC1717U,
3458,07INM_12723,07DPB2155E,JOSE VASCONCELOS CALDERON,144110,07DPB2155E,
3459,07INM_12724,07KCC1898U,PREESCOLAR CONAFE INDIGENA,144110,07KCC1898U,
3460,07INM_12716,07KCC1460L/07KPB0210D/07KPB1729D,PREESCOLAR CONAFE INDIGENA,144110,07KCC0431J,
3461,07INM_12710,07DCC0033B,JUSTICIA SOCIAL,144110,07DCC0033B,
3462,07INM_12712,07ETV0908Y,"TELESECUNDARIA   883   BELISARIO   DOMINGUEZ
PALENCIA",144110,,
3463,07INM_12713,07DCC0566O,FRANCISCO GONZALEZ BOCANEGRA,1875,07DCC0566O,
3464,07INM_12714,07DPB1241U,VALENTIN GOMEZ FARIAS,1875,07DPB1241U,
3465,07INM_12715,07ETV1395W,"TELESECUNDARIA      1372      RAFAEL      RAMIREZ
CASTAÑEDA",1875,,
3466,07INM_12768,07ETV0823R,"TELESECUNDARIA   746   ROSARIO   CASTELLANOS
FIGUEROA",144110,,
3467,07INM_12744,07DCC1192X,BELISARIO DOMINGUEZ PALENCIA,8349,07DCC1192X,
3468,07INM_12738,07DCC1951P,GABRIELA MISTRAL,8344,07DCC1951P,
3469,07INM_12740,07DCC1519K,EMILIANO ZAPATA SALAZAR,8344,07DCC1519K,
3470,07INM_12741,07EJN0339H,SOR JUANA INES DE LA CRUZ,8344,07EJN0339H,
3471,07INM_12761,07KCC1157A,PREESCOLAR CONAFE INDIGENA,144110,07KCC1157A,
3472,07INM_12762,07DPB1715R,VALENTIN GOMEZ FARIAS,144110,07DPB1715R,
3473,07INM_12779,07KPB1828D/07KCC1709L,PRIMARIA CONAFE INDIGENA,144110,07KPB1839J,
3474,07INM_12745,07ETV0821T,TELESECUNDARIA 744 GUADALUPE VICTORIA,8345,07ETV0821T,
3475,07INM_12747,07ECC0726K,"JARDIN   DE   NIÑOS   COMUNITARIO   VALENTIN
GOMEZ FARIAS",8345,,
3476,07INM_12749,07KCC0996O,PREESCOLAR CONAFE INDIGENA,144110,07KCC0996O,
3477,07INM_12750,07DPB0644G,EMILIANO ZAPATA SALAZAR,144110,07DPB0644G,
3478,07INM_12774,07KPB0985N/07KCC0521B,PRIMARIA CONAFE INDIGENA,144110,07KPB0985N,
3479,07INM_12754,07DPB0977V,RICARDO FLORES MAGON,8347,07DPB0977V,
3480,07INM_12755,07ETV0557K,TELESECUNDARIA 532 JUAN DE LA BARRERA,8347,07ETV0557K,
3481,07INM_12757,07ETV0822S,TELESECUNDARIA 745 NIÑOS HEROES,8350,07ETV0822S,
3482,07INM_12758,07DCC0216J,VICENTE GUERRERO,8350,07DCC0216J,
3483,07INM_12776,07ECC0059I,"JARDIN    DE    NIÑOS    COMUNITARIO    MARCOS
ENRIQUE BECERRA",144110,,
3484,07INM_12763,07KCC0524Z,PREESCOLAR CONAFE INDIGENA,144110,07KCC0524Z,
3485,07INM_12764,07DPB0034F,GUSTAVO DIAZ ORDAZ,144110,07DPB0034F,
3486,07INM_12766,07DCC0980D,BENITO JUAREZ GARCIA,144110,07DCC0980D,
3487,07INM_12751,07ECC0766L,"JARDIN     DE     NIÑOS     COMUNITARIO     EMILIO
RABASA ESTEBANELL",144110,,
3488,07INM_12752,07DPB0643H,VENUSTIANO CARRANZA,144110,07DPB0643H,
3489,07INM_12760,07DPB1157W,JAIME TORRES BODET,144110,07DPB1157W,
3490,07INM_12794,07DCC1901H,ROSARIO CASTELLANOS FIGUEROA,2966,07DCC1901H,
3491,07INM_12795,07DPB3159H,LA REFORMA,2966,07DPB3159H,
3492,07INM_12796,07DPB3084H,VICENTE GUERRERO,2966,07DPB3084H,
3493,07INM_12797,07DCC1731D,JOSE MARIANO ABASOLO,2966,07DCC1731D,
3494,07INM_12798,07DCC1822V,TENOCH,2966,07DCC1822V,
3495,07INM_12799,07DPB1262G,FRANCISCO JAVIER MINA,2966,07DPB1262G,
3496,07INM_12961,07DCC2075O,ISAAC NEWTON,2948,,
3497,07INM_12962,07DPB3316H,MIGUEL HIDALGO Y COSTILLA,2948,07DPB3316H,
3498,07INM_12801,07DCC2013B,CARMEN SERDAN,144110,07DCC2013B,
3499,07INM_12893,07DCC1415P,JOSEFA ORTIZ DE DOMINGUEZ,144110,07DCC1415P,
3500,07INM_12803,07DPB0663V,NETZAHUALCOYOTL,2955,07DPB0663V,
3501,07INM_12804,07DCC0735T,JUAN SABINES GUTIERREZ,2955,07DCC0735T,
3502,07INM_12933,07KSC0028A/07KCC1318X,SECUNDARIA CONAFE INDÍGENA,2963,07KSC0028A,
3503,07INM_12934,07DPB3289A,IGNACIO RAMIREZ CALZADA,2963,07DPB3289A,
3504,07INM_12935,07DCC1382O,VICENTE SUAREZ,144110,07DCC1382O,
3505,07INM_12936,07DPB2697Z,JOSEFA ORTIZ DE DOMINGUEZ,144110,07DPB2697Z,
3506,07INM_12937,07DCC1499N,VICENTE RIVA PALACIO,144110,07DCC1499N,
3507,07INM_12811,07DPB3252N,ANGEL ALBINO CORZO,2961,07DPB3252N,
3508,07INM_12812,07DPB0037C,LIC. BENITO JUAREZ GARCIA,2961,07DPB0037C,
3509,07INM_12813,07DCC2014A,GABRIELA MISTRAL,2961,07DCC2014A,
3510,07INM_12814,07DCC0567N,JOSE MARIA MORELOS Y PAVON,2961,07DCC0567N,
3511,07INM_12815,07ETV1383R,"TELESECUNDARIA    1360    INDEPENDENCIA    DE
MEXICO",2961,,
3512,07INM_12809,07DPB3182I,CUAUHTEMOC,144110,07DPB3182I,
3513,07INM_12816,07DCC1742J,LA PATRIA ES PRIMERO,2959,07DCC1742J,
3514,07INM_12817,07DPB2157C,MELCHOR OCAMPO,2959,07DPB2157C,
3515,07INM_12943,07KCC0127Z/07KPB0223H,PREESCOLAR CONAFE INDIGENA,144110,07KCC0127Z,
3516,07INM_12818,07DPR4734A,MIGUEL HIDALGO Y COSTILLA,144110,07DPR4734A,
3517,07INM_12819,07KCC0227Z,PREESCOLAR CONAFE INDIGENA,144110,07KCC0227Z,
3518,07INM_12787,07DCC0754H,MIGUEL HIDALGO Y COSTILLA,2944,07EJN0049R,
3519,07INM_12790,07EJN0049R,MIGUEL HIDALGO Y COSTILLA,2944,07EJN0049R,
3520,07INM_12820,07ETV1338E,TELESECUNDARIA 1315 OCTAVIO PAZ,2962,07ETV1338E,
3521,07INM_12821,07DCC0474Y,LUZ EN LA MONTAÑA,2962,07DCC0474Y,
3522,07INM_12822,07DPB1287P,FRANCISCO INDALECIO MADERO,2962,07DPB1287P,
3523,07INM_12921,07DCC1588G,OCTAVIO PAZ LOZANO,2954,07DCC1588G,
3524,07INM_12922,07DPB0116P,LAZARO CARDENAS DEL RIO,2954,07DPB0116P,
3525,07INM_12883,07ETV1354W,"TELESECUNDARIA       1331       JAIME       SABINES
GUTIERREZ",2956,,
3526,07INM_12884,07DCC0083J,SOR JUANA INES DE LA CRUZ,2956,07DCC0083J,
3527,07INM_12885,07DPB2427F,XICOTENCATL,2956,07DPB2427F,
3528,07INM_12923,07DCC1734A,FRANCISCO ZARCO,2950,07DCC1734A,
3529,07INM_12924,07DPB3087E,EMILIANO ZAPATA SALAZAR,2950,07DPB3087E,
3530,07INM_12897,07DCC0446B,BENEMERITO DE LAS AMERICAS,144110,07DCC0446B,
3531,07INM_12898,07DPB0402J,21 DE AGOSTO,144110,07DPB0402J,
3532,07INM_12900,07KSC0070Q/07KCC1500W/07KPB1742Y,SECUNDARIA CONAFE INDÍGENA,144110,07KSC0070Q,
3533,07INM_12940,07DCC1741K,NIÑOS HEROES,144110,07DCC1741K,
3534,07INM_12958,07DPB3311M,LUCIO CABAÑAS BARRIENTOS,144110,07DPB3311M,
3535,07INM_12951,07DCC1873B,RICARDO FLORES MAGON,144110,07DCC1873B,
3536,07INM_12952,07DPB1033N,EMILIANO ZAPATA SALAZAR,144110,07DPB1033N,
3537,07INM_12954,07KPB1918W,PRIMARIA,144110,,
3538,07INM_12826,07DPB0862U,NIÑOS HEROES,144110,07DPB0862U,
3539,07INM_12944,07DPB3090S,BELISARIO DOMINGUEZ PALENCIA,144110,07DPB3090S,
3540,07INM_12945,07DCC1735Z,NUEVO AMANECER,144110,07DCC1735Z,
3541,07INM_12926,07DPB2913Y,CUITLAHUAC,144110,07DPB2913Y,
3542,07INM_12927,07DCC1592T,EL PIPILA,144110,07DCC1592T,
3543,07INM_12827,07DCC0337V,NICOLAS BRAVO,2945,07DCC0337V,
3544,07INM_12828,07DPB1205P,LIBERACION,2945,07DPB1205P,
3545,07INM_12829,07EES0198I,SECUNDARIA LA LIBERTAD,2945,07EES0198I,
3546,07INM_12830,07DCC1874A,20 DE NOVIEMBRE,2945,07DCC1874A,
3547,07INM_12889,07KCC1481Y,PREESCOLAR CONAFE INDIGENA,144110,07KCC1481Y,
3548,07INM_12890,07EPB0297O,PRIMARIA COMUNITARIA OCTAVIO PAZ LOZANO,144110,07EPB0297O,
3549,07INM_12901,07KCC1593B/07KPB1772S,PREESCOLAR CONAFE INDIGENA,144110,07KCC1593B,
3550,07INM_12930,07KCC1483W/07KPB1692G,PREESCOLAR CONAFE INDIGENA,144110,07KCC1483W,
3551,07INM_12928,07DCC1296S,BENITO JUAREZ GARCIA,144110,07DCC1296S,
3552,07INM_12881,07DCC2015Z,VICENTE RAMON GUERRERO SALDAÑA,144110,07DCC2015Z,
3553,07INM_12882,07DPB1475I,JUAN ESCUTIA,144110,07DPB1475I,
3554,07INM_12838,07DCC1642K,OCTAVIO PAZ LOZANO,144110,07DCC1642K,
3555,07INM_12839,07DCC1845F,JUAN ESCUTIA,144110,07DCC1845F,
3556,07INM_12907,07ETV1318R,TELESECUNDARIA 1295 JUSTO SIERRA MENDEZ,144110,07ETV1318R,
3557,07INM_12908,07DCC0256K,MARIA MONTESSORI,144110,07DCC0256K,
3558,07INM_12886,07DPB1427Z,VICENTE GUERRERO,144110,07DPB1427Z,
3559,07INM_12887,07DPB1060K,FRANCISCO JAVIER MINA,144110,,
3560,07INM_12888,07DCC2037L,ALVARO OBREGON,144110,07DCC2037L,
3561,07INM_12834,07DPR3558F,DR. BELISARIO DOMINGUEZ PALENCIA,144110,07DPR3558F,
3562,07INM_12835,07DJN1308W,ADOLFO RAMOS AGUILAR,144110,07DJN1308W,
3563,07INM_12836,07DPB2423J,ADOLFO LOPEZ MATEOS,144110,07DPB2423J,
3564,07INM_12837,07DST0151H,"ESCUELA    SECUNDARIA    TECNICA    INDUSTRIAL
NUM. 148",144110,,
3565,07INM_12910,07DCC1295T,LOS NIÑOS HEROES,144110,07DCC1295T,
3566,07INM_12911,07DPB3251O,VALENTIN GOMEZ FARIAS,144110,07DPB3251O,
3567,07INM_12912,07DPB1938Z,IGNACIO MANUEL ALTAMIRANO,144110,07DPB1938Z,
3568,07INM_12913,07DCC0374Z,PESTALOZZI,144110,07DCC0374Z,
3569,07INM_12842,07DCC1462Z,NICOLAS BRAVO,2943,07DCC1462Z,
3570,07INM_12843,07DPB1605L,TIERRA Y LIBERTAD,2943,07DPB1605L,
3571,07INM_12825,07KCC1237M/07KSC0011A/07KPB1310J,PREESCOLAR CONAFE INDIGENA,144110,07KCC1237M,
3572,07INM_12844,07DCC0480I,PATRIA Y LIBERTAD,2969,07DCC0480I,
3573,07INM_12847,07DPB2156D,EMILIO RABASA ESTEBANELL,144110,07DPB2156D,
3574,07INM_12848,07ETV0348E,TELESECUNDARIA 1469 NIÑOS HEROES,144110,07ETV0348E,
3575,07INM_12849,07ODI0089C,"CENTRO DE ASISTENCIA INFANTIL COMUNITARIO
NIæOS HEROES",144110,,
3576,07INM_12850,07DCC1884H,MELCHOR OCAMPO,144110,07DCC1884H,
3577,07INM_12851,07DPB3176Y,JOSE MARIA MORELOS Y PAVON,144110,07DPB3176Y,
3578,07INM_12914,07KPB0139J/07KSC0020I/07KCC0047O,PRIMARIA CONAFE INDIGENA,144110,07KPB0139J,
3579,07INM_12915,07DPB3089C,NIÑOS HEROES,144110,07DPB3089C,
3580,07INM_12916,07DCC1733B,20 DE NOVIEMBRE,144110,07DCC1733B,
3581,07INM_12854,07DJN2088H,JOSE EMILIO GRAJALES,144110,07DJN2088H,
3582,07INM_12856,07ETV0977U,TELESECUNDARIA 954 RUFINO TAMAYO,144110,07ETV0977U,
3583,07INM_12956,07KPB1684Y/07KCC1471R/07KSC0086R,PRIMARIA CONAFE INDIGENA,144110,07KPB1684Y,
3584,07INM_12905,07DPB3240I,BICENTENARIO DE LA INDEPENDENCIA,144110,07DPB3240I,
3585,07INM_12959,07DPB3325P,GUADALUPE VICTORIA,144110,07DPB3325P,
3586,07INM_12858,07DCC0529K,CHIMALPOPOCA,144110,07DCC0529K,
3587,07INM_12860,07DCC0314K,VASCO DE QUIROGA,144110,07DCC0314K,
3588,07INM_12861,07DST0104X,ESCUELA SECUNDARIA TECNICA 100,144110,07DST0104X,
3589,07INM_12862,07DPB2425H,JUSTO SIERRA MENDEZ,144110,07DAI0047A,
3590,07INM_12942,07DCC1795O,GABRIELA MISTRAL,144110,07DCC1795O,
3591,07INM_12903,07KCC1501V/07KSC0071P,PREESCOLAR CONAFE INDIGENA,144110,07KCC1501V,
3592,07INM_12904,07DPB1438E,JAIME SABINES GUTIERREZ,144110,07DPB1438E,
3593,07INM_12863,07KCC1764E,PREESCOLAR CONAFE,144110,07KCC1764E,
3594,07INM_12864,07KPB0424E,PRIMARIA INDIGENA,144110,07KPB0424E,
3595,07INM_12866,07DCC0092R,ANAHUAC,144110,07DCC0092R,
3596,07INM_12891,07DPB1607J,GENERAL IGNACIO ZARAGOZA,144110,07DPB1607J,
3597,07INM_12892,07DCC0868J,IGNACIO RAMIREZ CALZADA,144110,07DCC0868J,
3598,07INM_12917,07DPB1522C,FRAY BARTOLOME DE LAS CASAS,2973,07DPB1522C,
3599,07INM_12918,07DPB2896Y,NICOLAS LENIN,2973,07DPB2896Y,
3600,07INM_12867,07DCC0467O,LAS AMERICAS,2964,07DCC0467O,
3601,07INM_12868,07DPB2426G,AMADO NERVO,2964,07DPB2426G,
3602,07INM_12947,07DPB3135Y,VICENTE GUERRERO,144110,07DPB3135Y,
3603,07INM_12948,07DCC1856L,20 DE NOVIEMBRE,144110,07DCC1856L,
3604,07INM_12950,07DPB2225J,JUSTO SIERRA MENDEZ,144110,07DPB2225J,
3605,07INM_12919,07KCC1775K,PREESCOLAR CONAFE INDIGENA,144110,07KCC1775K,
3606,07INM_12872,07KCC0453V/07KPB0222I/07KSC0021H,PREESCOLAR CONAFE INDIGENA,144110,07KCC0453V,
3607,07INM_12875,07DCC1732C,DIGNA OCHOA Y PLACIDO,2942,07DCC1732C,
3608,07INM_12876,07DCC0263U,LEONA VICARIO,2942,07DCC0263U,
3609,07INM_12877,07DPB0418K,DR. BELISARIO DOMINGUEZ PALENCIA,2942,07DPB0418K,
3610,07INM_12878,07DPB3083I,16 DE NOVIEMBRE DE 1997,2942,07DPB3083I,
3611,07INM_12879,07DPB1507K,GUADALUPE VICTORIA,144110,07DPB1507K,
3612,07INM_12880,07DCC2070T,ANGEL ALBINO CORZO,144110,07DCC2070T,
3613,07INM_12899,07DPR4735Z,SERVANDO TERESA DE MIER,144110,07DPR4735Z,
3614,07INM_12957,07KCC1454A,PREESCOLAR CONAFE INDIGENA,144110,,
3615,07INM_12931,07DPB1018V,BENITO JUAREZ GARCIA,144110,07DPB1018V,
3616,07INM_12932,07DCC1305J,IGNACIO ZARAGOZA,144110,07DCC1305J,
3617,07INM_13099,07EJN0308O,JUSTO SIERRA MENDEZ,144110,07EJN0308O,
3618,07INM_13101,07ETV1054Z,TELESECUNDARIA 1031,144110,07ETV1054Z,
3619,07INM_13063,07DPB2708O,LUIS DONALDO COLOSIO MURRIETA,144110,07DPB2708O,
3620,07INM_13064,07KJN4577U,PREESCOLAR CONAFE,144110,07KJN4577U,
3621,07INM_13078,07DJN0807L,PAULO FREIRE,144110,07DJN0807L,
3622,07INM_13080,07ETV1246O,TELESECUNDARIA 1223 ANGEL ALBINO CORZO,144110,07ETV1246O,
3623,07INM_13091,07ETV0036C,TELESECUNDARIA 084 EL NIÑO ARTILLERO,1528,07ETV0036C,
3624,07INM_13092,07EJN0100Y,PROFRA. ISOLINA VAZQUEZ ZAMBRANO,1528,07EJN0100Y,
3625,07INM_13126,07DCC2000Y/07DPB3268O,JOSEFA ORTIZ DE DOMINGUEZ,144110,07DCC2000Y,
3626,07INM_13181,07ETV0633Z,TELESECUNDARIA 652 5 DE FEBRERO,144110,07ETV0633Z,
3627,07INM_13183,07DCC0869I,JOSE ROSAS MORENO,144110,07DCC0869I,
3628,07INM_13368,07KJN1516M/07KPR2503F,PREESCOLAR CONAFE,144110,07KJN1516M,
3629,07INM_13256,07KPR1912C,PRIMARIA CONAFE,144110,07KPR2291T,
3630,07INM_13355,07KJN1998I/07KPR4374P/07KTV0229B,PREESCOLAR CONAFE,144110,07KJN1998I,
3631,07INM_13357,07KPR2783F/07KJN1234E,PRIMARIA CONAFE,144110,07KPR2783F,
3632,07INM_13358,07KTV0289Q,SECUNDARIA COMUNITARIA,144110,07KTV0289Q,
3633,07INM_13362,07KPR3888G,PRIMARIA CONAFE,144110,07KPR3888G,
3634,07INM_13363,07KJN4944Z,PREESCOLAR CONAFE,144110,07KJN4944Z,
3635,07INM_13352,07DPR4580O,BENITO JUAREZ GARCIA,144110,07DPR4580O,
3636,07INM_13353,07KJN0401E,PREESCOLAR CONAFE,144110,07KJN0401E,
3637,07INM_13354,07KTV0317W,SECUNDARIA CONAFE,144110,07KTV0317W,
3638,07INM_13289,07KJN4524P/07KPR0536J,PREESCOLAR CONAFE,144110,07KJN4524P,
3639,07INM_13356,07KPR1402A/07KJN2090F/07KTV0083Y,PRIMARIA CONAFE,144110,07KPR2498K,
3640,07INM_13361,07KPR2789Z,PRIMARIA CONAFE,144110,07KPR2789Z,
3641,07INM_13238,07KJN4416H,PREESCOLAR CONAFE,144110,07KJN4416H,
3642,07INM_13239,07KPR2500I,PRIMARIA CONAFE,144110,07KPR2500I,
3643,07INM_13384,07KTV0290F,SECUNDARIA COMUNITARIA,144110,07KTV0290F,
3644,07INM_13345,07KPR1944V,PRIMARIA CONAFE,144110,07KPR1944V,
3645,07INM_13359,07KPR3820Z,PRIMARIA CONAFE,144110,07KPR3820Z,
3646,07INM_13360,07KPR0546Q/07KJN0309Y,PRIMARIA CONAFE,144110,07KPR3820Z,
3647,07INM_13708,07DCC1593S,ADAM SMITH,144110,07DCC1593S,
3648,07INM_13709,07DPB0493R,JOSE MARIA PINO SUAREZ,144110,07DPB0493R,
3649,07INM_13703,07DCC1200P,SOR JUANA INES DE LA CRUZ,144110,07DCC1200P,
3650,07INM_13704,07DPB2284Z,IGNACIO MANUEL ALTAMIRANO,144110,07DPB2284Z,
3651,07INM_13868,07KPB0251D/07KSC0031O/07KCC0064E,PRIMARIA CONAFE INDIGENA,3219,07KPB0251D,
3652,07INM_13410,07DPR1463E,REVOLUCION MEXICANA,144110,07DPR1463E,
3653,07INM_13683,07DCC1015T,VICENTE SUAREZ,144110,07DCC1015T,
3654,07INM_13684,07DPB0900G,MIGUEL ALEMAN VALDES,144110,07DPB0900G,
3655,07INM_13864,07DPR2076T,VENUSTIANO CARRANZA,144110,07DPR2076T,
3656,07INM_13835,07DPB2092J,FRANCISCO GONZALEZ BOCANEGRA,144110,07DPB2092J,
3657,07INM_13836,07DCC2008Q,GUADALUPE VICTORIA,144110,07DCC2008Q,
3658,07INM_13654,07DCC0532Y,XICOTENCATL,144110,07DCC0532Y,
3659,07INM_14110,07DPB3260W,JOSE MARIA MORELOS Y PAVON,144110,07DPB3260W,
3660,07INM_14052,07DCC0325Q,LOS NIÑOS HEROES,144110,07DCC0325Q,
3661,07INM_13412,07DPB2283Z,GUADALUPE VICTORIA,144110,07DPB2283Z,
3662,07INM_14136,07KSC0125C,SECUNDARIA CONAFE INDÍGENA,144110,07KSC0125C,
3663,07INM_14137,07KPB1334T/07KCC1151G,PRIMARIA CONAFE INDIGENA,144110,07KPB1334T,
3664,07INM_13413,07DPB1511X,XICOTENCATL,1414,07DPB1511X,
3665,07INM_14042,07DCC2036M,NIÑOS HEROES,144110,07DCC2036M,
3666,07INM_13422,07DCC1481O,CUITLAHUAC,144110,07DCC1481O,
3667,07INM_13425,07DCC0902Z,QUETZALCOATL,144110,07DCC0902Z,
3668,07INM_13427,07DJN0625C,LEONA VICARIO,144110,07DJN0625C,
3669,07INM_14170,07KPB1879K,PRIMARIA CONAFE INDIGENA,144110,07KPB1879K,
3670,07INM_14171,07KCC2013L,PREESCOLAR CONAFE INDIGENA,144110,07KCC2013L,
3671,07INM_14089,07DPB3036Y,BELISARIO DOMINGUEZ PALENCIA,144110,07DPB3036Y,
3672,07INM_14111,07KCC1442W/07KPB1367K,PREESCOLAR CONAFE INDIGENA,144110,07KCC1442W,
3673,07INM_14088,07DPB1496V,FRANCISCO JAVIER MINA,144110,07DPB1496V,
3674,07INM_13429,07DCC0789X/07DPB0813L,GREGORIO TORRES QUINTERO,144110,07DCC0789X,
3675,07INM_14112,07DPB1495W,MARIANO MATAMOROS,144110,07DPB1141V,
3676,07INM_13788,07DPB2543W,RUBEN DARIO,144110,07DPB2543W,
3677,07INM_13789,07DCC1958I,MARIA MONTESSORI,144110,07DCC1958I,
3678,07INM_13722,07DCC0736S,FRANCISCO INDALECIO MADERO,144110,07DCC0736S,
3679,07INM_13723,07DPB0855K,IGNACIO ZARAGOZA,144110,07DPB0855K,
3680,07INM_13790,07KCC2044E,PREESCOLAR CONAFE INDIGENA,144110,07KCC2044E,
3681,07INM_13791,07DPB2137P,PRESIDENTE JUAREZ,144110,07DPB2137P,
3682,07INM_13939,07DPB1884M,FRANCISCO INDALECIO MADERO,144110,07DPB1884M,
3683,07INM_13940,07KCC1637I,PREESCOLAR CONAFE INDIGENA,144110,07KCC1637I,
3684,07INM_13431,07DCC2005T,JAIME SABINES GUTIERREZ,144110,07DCC2005T,
3685,07INM_13432,07DPB1194Z,MELCHOR OCAMPO,144110,07DPB1194Z,
3686,07INM_14168,07KCC0621A/07KPB0589N/07KSC0111Z,PREESCOLAR CONAFE INDIGENA,144110,07KCC0621A,
3687,07INM_14169,07KPB1496E/07KCC1917S,PRIMARIA CONAFE INDIGENA,144110,07KPB1496E,
3688,07INM_13941,07DPB2849N,VICENTE SUAREZ,144110,07DPB2849N,
3689,07INM_13779,07DPB2085Z,AQUILES SERDAN,144110,07DPB2085Z,
3690,07INM_13780,07EPB0309C,PRIMARIA COMUNITARIA ARTICULO TERCERO,144110,07EPB0309C,
3691,07INM_14114,07DPB0126W,DR. MARIO PEREZ RIVERA,144110,07DPB0126W,
3692,07INM_14085,07KPB0986M,PRIMARIA CONAFE INDIGENA,144110,07KPB0986M,
3693,07INM_13838,07DCC2034O,ROSARIO CASTELLANOS FIGUEROA,144110,07DCC2034O,
3694,07INM_13839,07DPB2734M,VICENTE SUAREZ,144110,07DPB2734M,
3695,07INM_13776,07DPB1968U/07ECC0564P,21 DE MARZO,144110,07DPB1968U,
3696,07INM_14157,07KPB1914Z,PRIMARIA CONAFE INDIGENA,144110,07KPB1914Z,
3697,07INM_14158,07KCC1144X,PREESCOLAR CONAFE INDIGENA,144110,07KCC1144X,
3698,07INM_13869,07DCC1224Z,LEONA VICARIO,144110,07DCC1224Z,
3699,07INM_13870,07DPB0187J,GUADALUPE VICTORIA,144110,07DPB0187J,
3700,07INM_13856,07DPB0046K,JULIAN CARRILLO,144110,07DPB0046K,
3701,07INM_13857,07KCC2028N,PREESCOLAR CONAFE INDIGENA,144110,07KCC2028N,
3702,07INM_14116,07KPB1007Z/07KCC0529U,PRIMARIA CONAFE INDIGENA,144110,07KPB1007Z,
3703,07INM_14173,07KCC1918R/07KPB1498C,PREESCOLAR CONAFE INDIGENA,144110,07KCC1918R,
3704,07INM_14043,07KCC1782U,PREESCOLAR CONAFE INDÍGENA,144110,07KCC1782U,
3705,07INM_14044,07KPB1240E,PRIMARIA CONAFE INDÍGENA,144110,07KPB1240E,
3706,07INM_13894,07DPB0901F,CINCO DE MAYO,144110,07DPB0901F,
3707,07INM_13895,07KCC1080C,PREESCOLAR CONAFE INDIGENA,144110,07KCC1080C,
3708,07INM_14041,07DPB1577F,FRANCISCO VILLA,144110,,
3709,07INM_14117,07KPB1445Y,PRIMARIA CONAFE INDIGENA,144110,07KPB1445Y,
